Real Imaginary
5.1569001450780911e+02 -3.5077347885210606e-13
5.1638046439453547e+02 -2.9018314759565167e-14
5.1670375719859157e+02 1.0150507794021434e-13
5.1769926465878939e+02 -3.5418211266714917e-13
5.1803097700212015e+02 1.3800149824988823e-13
5.1951054331906471e+02 1.1196949649605455e-14
5.2060920289654791e+02 -4.6337038119959539e-14
5.2080756859432518e+02 -7.7303515760654009e-13
5.2256731612599447e+02 -7.2214662307260788e-14
5.2408939062967499e+02 -2.6804216117686258e-13
5.2502165954147802e+02 -2.1185198985722828e-13
5.2591206668069481e+02 1.0405296241338371e-12
5.2668444208035544e+02 9.0010642066476965e-14
5.2700126490655589e+02 2.0850019421666142e-13
5.2887507683872650e+02 1.8316968340891717e-13
5.3084921754189963e+02 6.7511556089394889e-13
5.3177253221149613e+02 -4.6946497848418122e-13
5.3476065776077166e+02 4.4078644445130507e-13
5.3498945615087541e+02 -6.7496084980088186e-14
5.3637004733028414e+02 -6.6288769279122643e-14
5.3850617785166480e+02 1.6530291733416104e-13
5.4141305770659596e+02 2.4743595294567002e-13
5.4188152625202588e+02 -4.6707357612330056e-13
5.4232073333291555e+02 -1.8007303169778215e-14
5.4285614003796502e+02 1.3419519078877101e-13
5.4311775174889772e+02 4.0175362585223658e-15
5.4322415913759914e+02 2.4883740079234890e-13
5.4383806941268540e+02 -7.7748242758470295e-14
5.4548998128312974e+02 -6.9975320493722393e-13
5.4646584238408923e+02 -2.3449256861669383e-13
5.4942601499653119e+02 -1.1854267147192148e-13
5.5022369720768791e+02 3.3869697145320110e-15
5.5080531749467787e+02 -1.1278678274608964e-13
5.5246494668376363e+02 7.2788058099372018e-13
5.5389497133622012e+02 -5.4089768025832245e-13
5.5400064626315680e+02 1.2723183669863332e-12
5.5452750267328622e+02 1.1729667989214225e-13
5.5578090620156502e+02 4.2599915919043454e-13
5.5611308262418288e+02 7.3082992371713464e-13
5.5707294387979528e+02 -8.8290355366019394e-14
5.5823402340842495e+02 2.2161481195261366e-13
5.5888822214839320e+02 -8.2350956070901697e-14
5.5917082603732945e+02 3.7343764926280757e-13
5.6083091881145447e+02 -4.0847722123574630e-13
5.6349631695920220e+02 4.2573083733746464e-13
5.6359679819235600e+02 -1.8135472466159660e-13
5.6432043203587341e+02 1.1113645378119770e-13
5.6459128424514961e+02 -1.8255249886322149e-13
5.6493107249201398e+02 -5.9168508588115740e-14
5.6672839432195087e+02 -7.2834851554415036e-14
5.6881627238533792e+02 -7.0479683348213020e-13
5.6986126999405178e+02 7.9651409227021230e-14
5.7033461402941089e+02 3.0867171164551588e-13
5.7288988078938610e+02 3.6390279860452541e-14
5.7396864017463236e+02 3.5085585345141758e-13
5.7431098148322917e+02 -1.9108680783042471e-13
5.7516734483307812e+02 3.3848304009254517e-13
5.7530780464274653e+02 -6.1101110097406017e-13
5.7678116705845878e+02 5.7183191346089467e-13
5.8106958044291491e+02 2.0194505074899466e-13
5.8168860722213640e+02 -7.0569111709624869e-13
5.8337240389146086e+02 1.0491048259548148e-12
5.8363130531909269e+02 4.0986696025692303e-13
5.8455182947632363e+02 -8.0386136479375482e-13
5.8528446023471793e+02 -1.7631486667806008e-13
5.8741916908054327e+02 6.1018564600903465e-13
5.8787996579793821e+02 -8.5474654189159365e-13
5.8861707162509651e+02 -3.4252041762373365e-14
5.9188269977583718e+02 6.6664568138205372e-16
5.9250182855463413e+02 8.8597378344817960e-15
5.9493628490616425e+02 -4.0478466101798360e-14
5.9597525631931239e+02 -2.4435821099633974e-13
5.9826954316537137e+02 -8.1562792790589695e-14
5.9884481082906950e+02 1.4866214652168751e-14
6.0097043731857298e+02 -1.3049125603327106e-13
6.0153205404699406e+02 -1.1154132195760919e-13
6.0317817956987824e+02 -1.8062801023165937e-13
6.0449009411688371e+02 -2.3517396151195726e-13
6.0460319792003111e+02 3.6696370928739459e-13
6.0636063687688033e+02 -9.3165972976847205e-14
6.0824005116820581e+02 1.8908094757982008e-12
6.1075827265562009e+02 -1.1945662142296293e-12
6.1116155205876987e+02 1.2817189570144958e-13
6.1214562422109805e+02 8.0037457726467357e-13
6.1231747737138505e+02 5.0838294298954155e-14
6.1402846513127201e+02 9.1259685134167884e-13
6.1488285610100263e+02 1.0420550584658216e-13
6.1566731516644359e+02 -1.0934666674324489e-13
6.1653272539294085e+02 3.3485258810073609e-13
6.1703630991201726e+02 6.4841505996399294e-13
6.1736964366758457e+02 -5.7320990764631681e-13
6.1950430693217550e+02 -2.8638761729533023e-13
6.2068637884502539e+02 2.4022275699760713e-13
6.2318307590045811e+02 -3.5336823039333515e-13
6.2552238519591151e+02 -1.6620657106091642e-13
6.2880397875422864e+02 -2.3351461497545761e-13
6.2962392203632442e+02 1.0260795398198451e-12
6.3084725456647504e+02 5.7139327527813779e-13
6.3406479255226293e+02 -4.3963357958423244e-13
6.3504683406486163e+02 1.7116922669083863e-13
6.3608591364340555e+02 -3.9760866481478764e-13
6.3774262453591314e+02 -1.3163810912724414e-13
6.4006545471258823e+02 6.7355359484068363e-14
6.4087496775912382e+02 -5.8529376793987512e-13
6.4097927238262560e+02 -7.8648444195772129e-14
6.4431205337518657e+02 8.0417347417993613e-13
6.4516895174856552e+02 7.7257530203706750e-13
6.4863917671644219e+02 -5.6121927896025652e-13
6.4965417294177360e+02 1.2674045209923799e-13
6.5409387585879108e+02 5.7559509605727288e-13
6.5429388989867425e+02 -1.2353753620824258e-13
6.5819309207354070e+02 -2.5153414629078608e-13
6.5879691569115744e+02 -9.1673057324566483e-13
6.6163365451187940e+02 -6.1024726764042908e-13
6.6347818701777351e+02 4.9464580357242870e-13
6.6359638364917168e+02 -2.8372772393328430e-13
6.6672461441478197e+02 2.3643839548849508e-13
6.7168076082158257e+02 5.7630304807455469e-13
6.7354744387845756e+02 -5.6373884997311396e-14
6.7454786965962091e+02 4.4036370809760390e-13
6.7651173752406123e+02 9.4164466249359279e-15
6.7936503026471325e+02 -8.6948326132905357e-15
6.7963228793110250e+02 4.4932713715104184e-13
6.8201901532031536e+02 -1.3176858523512109e-13
6.8558691000713122e+02 -1.2923993442115677e-13
6.8696951522727147e+02 -2.1604016387702676e-13
6.8820917492552348e+02 -7.1692381337225571e-13
6.8944406733315634e+02 -3.3155076469637124e-13
6.9444456974608852e+02 -1.0090396795577447e-13
6.9480753330873222e+02 -1.9404580825774761e-12
6.9497858928343283e+02 2.4802262770283798e-14
6.9674296125398121e+02 1.3767338704541606e-13
6.9708499509680314e+02 -8.3301689909861279e-13
6.9904745147024130e+02 -6.6699948790483079e-13
7.0099192453136061e+02 -6.0892162330908664e-13
7.0383911341408100e+02 -2.3949524280791052e-13
7.0629025850456469e+02 3.7634712080356024e-13
7.0760842393412690e+02 4.9489038421591207e-13
7.0819163125986961e+02 -5.6955392982284291e-13
7.1150393500851135e+02 -2.7856659071357094e-14
7.1427323310253132e+02 3.8891580006952823e-13
7.1595247570440142e+02 1.9060288365393394e-13
7.1660028677912487e+02 1.1715931987935924e-13
7.1884438526709732e+02 3.4790297693062750e-13
7.2240029213948674e+02 -1.2757629650741036e-13
7.2451183911639487e+02 9.8791441293742294e-13
7.2534213126333407e+02 9.1169421331139399e-14
7.2914390093798454e+02 7.3152845945702137e-13
7.3228029115605591e+02 2.7226352660449235e-13
7.3356205257954468e+02 7.5303173189790059e-13
7.3540817517744915e+02 -4.5353359460138626e-14
7.3814990281692644e+02 -5.3371214247641628e-13
7.3907213955668055e+02 5.8147124991318671e-14
7.3991010529384869e+02 8.7314815350017025e-15
7.4323506297960535e+02 8.1501530274091568e-13
7.4521677638140102e+02 -1.1649942830065951e-13
7.4743612070766255e+02 1.8416842722489975e-13
7.4918718104087839e+02 2.7812102872452093e-13
7.4961608409249709e+02 -1.3486254754383571e-12
7.5458066374160728e+02 -6.2046503859095545e-13
7.6131853336430333e+02 1.1714831736094431e-13
7.6424886878104837e+02 -4.0447015355763462e-13
7.6573263859389510e+02 -1.1349742816757080e-13
7.6580981318810905e+02 1.5978854360062171e-13
7.6708099468032617e+02 3.4940509231833824e-13
